Name	POS
체면	NNG
해야죠	VV+EF
스리	NNG
세욧	EF
매일	MAG
엄지	NNG
검지	NNG
미끌거리	VV
묵직	XR
물건	NNG
흘러나오	VV
상단	NNG
뭉쳐져서	VV+EC+VX+EC
어때요	VA+EC
눈대중	NNG
리소스	NNP
무난	XR
그램	NNG
라떼	NNG
추간	NNG
삼발이	NNG
종종	MAG
미세스	NNG
만져서	VV+EC
양식	NNG
빤	VA+ETM
무말랭이	NNG
슬픈	VA+ETM
찰떡궁합	NNG
색다르	VA
제육	NNG
잔털	NNG
빠질	VV+ETM
올라가	VV
온답니다	VV+EF
순창	NNG
보쌈	NNG
부추김치	NNG
향하	VV
갑니다	VX+EC
뭘	NP+JKO
올라	VV+EC
여성	NNG
홍어	NNG
보인다	VV+EC
낱개	NNG
튼	VV+ETM
새로	MAG
휘저으면	VV+EC
스지	NNP
워메	IC
줄어든	VV+ETM
휘어질	VV+ETM
절여졌	VV+EC+VX+EP
배추찜	NNG
채치	VV
히트	NNG
매끄러운	VA+ETM
패티	NNP
수세미	NNG
마늘빵	NNG
페퍼	NNP
거친	VA+ETM
수증기	NNG
달걀찜	NNG
가게	NNG
지난	VV+ETM
충전	NNG
떠오른	VV+ETM
나온다	VV+EC
짜리	XSN
동전	NNG
접어놓	VV
밀봉	NNG
싸이	NNP
밀폐	NNG
진대요	VX+EF
브로커	NNG
만두소	NNG
딤섬	NNG
마를	VV+ETM
커터	NNG
과감	XR
넘쳐	VV+EC
우르르	MAG
장난	NNG
비지	NNG
으리	EC
깊숙이	MAG
합쳐서	VV+EC
고향	NNG
무니	NNG
국내	NNG
주물	NNG
진국	NNG
쳐야	VV+EC
기다리	VV
우울	NNG
도시	NNG
족발	NNG
달라져요	VA+EC+VX+EF
달라져서	VV+EC
짭조롬한	UNKNOWN
오징어포	NNG
나트륨	NNG
맞대	VV
볼륨	NNG
들어감	VV+ETN
터벅	XR
챙길	VV+ETM
살균	NNG
궛	UNKNOWN
분홍	NNG
기대	NNG
필러	NNG
덮어둔	VV+ETM
배낭	NNG
여행	NNG
스파	NNP
법	NNG
봄나물	NNG
생오이	NNG
흥건	XR
도토리묵	NNG
해파리	NNG
도려낸	VV+ETM
떴	VV+EP
빼먹	VV
읍시다	EC
골	VV
변색	NNG
쳡	UNKNOWN
물들인다	VV+EF
생생	XR
갑	NNG
놔둔	VV+ETM
적어도	MAG
음식점	NNG
바랍니다	VV+EF
탈수기	NNG
두릅	NNG
새순	NNG
합시다	XSV+EF
부쳐야	VV+EC
얌전	XR
숙회	NNG
헝겊	NNG
결혼	NNG
바쳐	VV+EC
곁들임	VV+ETN
로움	XSA+ETN
엿	EP
무생채	NNG
편육	NNG
나눈	VV+ETM
럽	NNP
야들야들	MAG
안성맞춤	NNG
돌기	NNG
현상	NNG
경과	NNG
계절	NNG
달큰하	VA
본인	NNG
야죠	EF
깻가루	NNG
깊숙히	MAG
배여	VV+EC
고아	XR
보라색	NNG
상상	NNG
겠어요	VX+EP+EF
쑥가	NNG
가닥가닥	MAG
밀려	VV+EC
콩고물	NNG
서양	NNG
백화점	NNG
수면	NNG
챙겨	VV+EC
나갈	VX+ETM
리비아	NNP
락앤락	NNP
추	NNG
냉채	NNG
반작	NNG
배추속대	NNG
누런	VA+ETM
까맣	VA
애매	XR
배인	VV+ETM
금세	MAG
기분	NNG
백련	NNG
써두	VV+EC
강회	NNG
빙	MAG
둘려	VV+EC
우묵	NNG
녀	NNG
차가워진	VA+EC+VX+ETM
떨어트리	VV
우둔	NNG
값싸	VA
거제	NNP
금촌	NNP
생고기	NNG
오빠	NNG
엄지손가락	NNG
다죠	EC
둥굴	VA
달걀노른자	NNG
뱅	MAG
전어	NNG
막걸리	NNG
그저	MAG
헤	VV+EC
회무	NNG
침	NNG
모듬	NNG
다칠	VV+ETM
얼갈이	NNG
촉촉히	MAG
바뀌	VV
실수	NNG
해뒀	XSV+EC+VX+EP
파리	VV
타바스코	NNG
겨자채	NNG
깃	NNG
여열	NNG
때론	MAG+JX
컬러	NNG
눌렀	VV+EP
생소	XR
우려서	VV+EC
흑초	NNG
버림	VV+ETN
조그만	VA+ETM
씹힘	VV+ETN
온수	NNG
오징어채	NNG
해용	XSA+EC
생과일	NNG
익스	NNP
샐	VV+ETM
자몽	NNG
과육	NNG
섬유소	NNG
알리	NNP
벤	NNP
건조기	NNG
원미선	NNP
뿌려야	VV+EC
이하	NNG
건자	NNG
룬	NNG
감식초	NNG
윙	MAG
닭국	NNG
장미	NNG
잼	NNG
변합니다	VV+EF
강해져서	VA+EC+VX+EC
탐	NNG
어린잎	NNG
피칸	NNP
불끈	MAG
디종	NNP
요플레	NNP
페스	NNP
푸실리	NNP
머핀	NNG
어슷썰기	NNG
섬유	NNG
혹	MAG
샐러드유	NNG
미음	NNG
솜씨	NNG
총	MM
변화	NNG
인용	NNG
전채	NNG
아래위	NNG
비틀	VV
멜론	NNG
엄청난	VA+ETM
재배	NNG
특성	NNG
생긴다	VV+EC
시저	NNG
쉐이크	NNP
다이브	NNG
언제	MAG
세라믹	NNG
샐러드드레싱	NNG
면발	NNG
내고	NNP
휘젓	VV
브랜디	NNG
리큐르	NNP
봐도	VV+EC
둥	NNG
찢어질	VV+ETM
골라야	VV+EC+VX
레인스	NNP
민트	NNG
바쳐서	VV+EC
짐	NNG
팍팍	MAG
너겟	NNP
유산지	NNG
섭섭	XR
간간	MAG
랜드	NNG
생면	NNG
웨지	NNG
커런트	NNG
필링	NNG
생모	NNG
에멘탈	NNP
곶	NNG
쿠르트	NNP
쁘띠첼	NNP
하얀색	NNG
상쾌	XR
고민	NNG
마크	NNG
메밀	NNG
헹굴	VV+ETM
보송보송	MAG
배고픈	VA+ETM
타락	NNG
퐁당	MAG
저렇게	MAG
잡힙니다	VV+EF
잡혀요	VV+EF
부르르	MAG
때려	VV+EC
초회	NNG
튜	NNP
러서	EC
검정콩	NNG
주꾸미	NNG
양장피	NNG
사라져	VV+EC
여러모로	MAG
내어놓	VV
삥	MAG
둘러서	VV
그래요	IC
그걸로	NP+JKB
슬슬	MAG
스윗	NNP
미셀리	NNP
대해서	VV+EC
가스레인지	NNG
카라멜	NNP
녹일	VV+ETM
오려	VV+EC
줍시다	VX+EF
연출	NNG
로메인	NNP
스나	NNG
부드러워진	VA+EC+VX+ETM
찔러서	VV+EC
들어올리	VV
코렛	NNP
페트병	NNG
생쌀	NNG
토스트	NNG
트와인	NNP
사라다	NNG
이브	NNG
틀리	VA
파치	NNG
파르	NNP
구우시는	VV+EP+ETM
한상	NNG
카프레	NNP
유청	NNG
담긴	VV+ETM
낭만주의	NNG
망가질	VV+ETM
술정	NNG
갈릭	NNG
스도	NNP
실려면	EP+EC
채끝살	NNG
겨울철	NNG
당기	VV
홍시	NNG
적색	NNG
빙수	NNG
거봉	NNG
사워크림	NNG
비어	NNG
와서	VV+EC
움직이	VV
황설탕	NNG
더러운	VA+ETM
학원	NNG
께서	JKS
산적	NNG
뚫린	VV+ETM
흩어지	VV
귀퉁이	NNG
업그레이드	NNG
회차	NNG
칡	NNG
사각거리	VV
날치	NNG
열량	NNG
휘어지	VV
돌미나리	NNG
랄까	EC
런	NNG
미트	NNG
스켓	NNP
앞서	MAG
가해	VV+EC
변성	NNG
콩비지	NNG
피스타치오	NNP
바구니	NNG
꺼냈	VV+EP
흠집	NNG
플레	NNP
소박	NNG
액체	NNG
육젓	NNG
항아리	NNG
옆구리	NNG
암게	NNG
모래주머니	NNG
모으	VV
텅	MAG
내립니다	VV+EF
갓김치	NNG
고들빼기	NNG
무게	NNG
했어여	XSV+EP+EF
멸치젓	NNG
묻혔	VV+EP
주일	NNBC
워킹	NNG
진득	NNG
기다려	VV+EC
노랗	VA
고이	VV
마셔요	VX+EP+EC
절일	NNG
아쉬운대로	MAG
산성	NNG
개념	NNG
앞면	NNG
가진	VV+ETM
유용	NNG
의외로	MAG
탐나	VV
나박김치	NNG
정확	XR
파란색	NNG
밀리	NNBC
서울	NNP
물김치	NNG
눕혀	VV+EC
영상	NNG
시절	NNG
유에	NNG
동치	NNG
미무	NNG
무청	NNG
서늘	XR
여린	VA+ETM
줄줄	MAG
씌운	VV+ETM
켜켜히	MAG
건저	VV+EC
쏠쏠	XR
달착지근	XR
오래가	VV
고른	VV+ETM
아리	VV
액기	NNG
장물	NNG
진미	NNG
딴	MM
가셔서	VV+EC
버렸	VV+EP
여자	NNG
비빔국수	NNG
고른다	VV+EC
터진	VV+ETM
금요일	NNG
회식	NNG
으셨	EP+EP
기한	NNG
뜨끈	XR
풋	MAG
고춧잎	NNG
삽	NR
돕	VV
듬	NNG
부러지	VV
이야기	NNG
론	XSN
아직	MAG
당장	NNG
석이	NNG
정갈	XR
만지	VV
슴슴하	VA
순무	NNG
미안	NNG
섹	NNG
이리저리	MAG
여야	EC+VX
손안	NNG
타리	NNG
여름철	NNG
비오	VV
마친	VV+ETM
명심	NNG
만주	NNP
시어머님	NNG
아까워	VA+EC
살포시	MAG
물러져요	VA+EC+VX+EF
관계	NNG
연구	NNG
결과	NNG
오이소박이	NNG
진공	NNG
돋궈	VV+EC
만만	XR
오돌오돌	MAG
돔	NNG
방송	NNG
총각무	NNG
웬만	XR
더라구	EC
총각김치	NNG
달라서	VA+EC
찐하	VA
식구	NNG
숙취	NNG
상처	NNG
나머진	NNG+JX
햇마늘	NNG
지대	NNG
아줌마	NNG
절임	NNG
나린	NNP
부스러기	NNG
한희정	NNP
양푼	NNG
김치찌개	NNG
적정	NNG
몰리	VV
시들시들	MAG
파김치	NNG
한주먹	NNG
보름	NNG
무김치	NNG
껄	VV
질까	EC+VX+EF
까져	VV+EC
홍차	NNG
쌔	MAG
뽕	NNG
병뚜껑	NNG
초절임	NNG
달기	NNG
질환	NNG
통해서	VV+EC
연근조림	NNP
내려줘야	VV+EC+VX+EC
발화점	NNG
말기	NNG
야마	NNG
삐	MAG
트기	NNG
래도	EC+VV+EF
에서부터	JKB
라구	EC
골드	NNP
에그	NNP
스크램블드에그	NNG
든든	XR
스페	UNT
와요	VX+EC
올려줄	VV+EC+VX+ETM
찌르	VV
찻잔	NNG
살짝이	MAG
아프	VA
증진	NNG
이걸로	NP+JKB
포개	VV
데미	NNP
전골	NNG
졸라	VV+EC
부순	VV+ETM
순한	VA+ETM
페페	NNP
치노	NNP
사워	NNG
밸	VV+ETM
찾아보	VV
추억	NR
해짐	XSA+EC+VX+ETN
요소	NNG
반면	NNG
호도	NNG
댕이	NNG
아내	NNG
어슷어슷	MAG
굳히	VV
뺍니다	UNKNOWN
고물	NNG
악	XPN
할꺼	VV+EF
렸을	EC+VX+EP+ETM
카스테라	NNP
좋아해서	VV+EC
춘장	NNG
짜파게티	NNP
막판	NNG
자장면	NNG
이석봉	NNP
계세요	VV+EC
드리	VX
캬라멜	NNG
스타일	NNG
노른	VA+ETM
오트밀	NNG
우리나라	NNG
당분	NNG
게요	EF
물오징어	NNG
부치기	NNG
라틴	NNP
복분자	NNG
마일드	NNP
마쉬	NNP
멜	NNP
로우	NNP
드라이	NNP
하로	NNG
비스코	NNP
프론	NNBC+VCP+ETM
덧	XPN
부으	VV
막상	MAG
늘어지	VV
베이글	NNP
모닝	NNP
요거	NP
요정	NNG
테스트	NNG
엥	IC
분후	NNG
잡히	VV
제스터	NNP
콤포트	NNP
붇	VV
꾸며	VV+EC
땡초	NNG
저지방	NNG
국시	NNG
한천	NNG
조직	NNG
성인	NNG
참조	NNG
라즈베리	NNG
벳	NNG
아이스크림	NNG
우와	IC
군침	NNG
돌아	VV
찾아가	VV+EC
아이보리	NNG
커버	NNG
웨하스	NNG
까끌	XR
싱구	NNG
뿔	NNG
자유인	NNG
식물	NNG
온통	MAG
오래오래	MAG
계량스푼	NNG
리치	NNG
어야지	EC
싱글	MAG
래스	NNG
소다수	NNG
박하	NNG
보여	VV+EC
용해	NNG
오렌	NNP
지향	NNG
흡사	MAG
샤베트	NNG
자일로스	NNG
일기	NNG
에센스	NNG
데워진	VV+EC+VX+ETM
커스터드	NNG
열심히	MAG
느슨	XR
푸딩	NNG
장미꽃	NNG
냥	NNBC
다크	NNG
녹기	NNG
선물	NNG
트리	NNG
몰린	VV+ETM
남대문	NNP
캐러멜	NNG
막대기	NNG
북	NNP
샴푸	NNG
얼릴	VV+ETM
얼린다	VV+EF
말차	NNG
부으며	VV+EC
쉘	NNP
츄	MAG
템퍼링	NNG
가나	NNP
슈거	NNG
초면	NNG
녹여준다	VV+EC+VX+EF
굳기	NNG
정해진	VV+EC+VX+ETM
말랑말랑	MAG
굳힐	VV+ETM
베이커리	NNP
샴페인	NNG
편해서	VA+EC
가히	NNG
깜박	MAG
몰드	NNG
제빵	NNG
코코아	NNP
피해	VV+EC
메론	NNP
화채	NNG
했었	VV+EP
얼린	VV+ETM
에이	NNG
모노	NNP
몰랐	VV+EP
일까	VCP+EC
참외	NNG
쨈	UNKNOWN
써니	NNG
걸죽한	VA+ETM
식단	NNG
메인	VV+ETM
송글송글	MAG
맺히	VV
노곤	NNG
열대	NNG
백설탕	NNG
간간히	MAG
노릿	XR
퀴	UNKNOWN
청국장	NNG
더더욱	MAG
국도	NNG
좀더	MAG
힘차	VA
일어날	VV+ETM
레인지	NNG
겁	NNG
쨈이	UNKNOWN
유리병	NNG
알알이	MAG
는다죠	EF
아진	NNG
댔	XSV+EP
뎁혀	VV+EC
활성	NNG
다루	NNG
녀석	NNB
갈릴	VV+ETM
떨어뜨려서	VV+EC
뭉글뭉글	MAG
꺼야	VV+EC
열탕	NNG
주당	NNG
식객	NNG
다간	EC+JX
직경	NNG
포도즙	NNG
찰랑거리	VV
사악	NNG
미숫가루	NNG
경단	NNG
갯	NNP
딩	MAG
호떡	NNG
래퍼	NNG
카스텔라	NNG
접대	NNG
단자	NNG
부꾸미	NNG
배꼽	NNG
좋아합니다	VV+EC
진달래꽃	NNG
반대편	NNG
던져	VV+EC
케이크	NNG
찌기	NNG
물끼	NNG
형제	NNG
내려준	VV+EC+VX+ETM
부셔지	VV
닥	NNP
백설기	NNG
푸드	NNG
프로세서	NNG
추소	NNG
둥둥	MAG
끈적이	VV
내줍니다	VV+EF
중력분	NNG
유채	NNG
불포화	NNG
지방산	NNG
함유	NNG
매작과	NNG
칩	NNG
비빈	VV+ETM
절편	NNG
무려	MAG
소심	XR
매니아	NNP
설익	VV
강낭콩	NNG
살짝살짝	MAG
유사	XR
나눴	VV+EP
통일	NNG
통과	NNG
방아	NNG
가져가	VV
떡살	NNG
늘려서	VV+EC
내려지	VV
올라간	VV+ETM
주전자	NNG
벗겨진다	VV+EC+VX+EF
적힌	VV+ETM
약식	NNG
칠수록	VV+EC
쪼매	MAG
문양	NNG
증편	NNG
내려야	VV+EC
죽물	NNG
조그마	XR
쩌	MAG
타래과	NNG
고집	NNG
내릴	VV+ETM
믄	EC
며루치	NNG
형성	NNG
화전	NNG
벌꿀	NNG
찰떡	NNG
답니당	EF
돌려줍니다	VV+EF
깔린	VV+ETM
잘나	VA
꺼지	VV
미색	NNG
사라질	VV+ETM
섞인다	VV+EF
뭉쳤	VV+EP
두당	NNP
디동	NNG
쳐준	VV+ETM
스폰지	NNG
광파	NNG
다식	NNG
구워져	VV+EC+VX+EC
스노우	NNP
통팥	NNG
빈혈	NNG
이겨	VV+EC
찐빵	NNG
바쁠	VA+ETM
소분	NNG
저울	NNG
성형	NNG
지키	VV
오므린	VV+ETM
무염	NNG
무가당	NNP
수플레	NNG
얌	NNP
이현주	NNP
타르트	NNG
깍지	NNG
칠한	VV+ETM
내리치	VV
뽕뽕	MAG
충전물	NNG
미끄러지	VV
기초	NNG
작업대	NNG
스콘	NNP
대개	MAG
테이블	NNG
멈추	VV
멍멍이	NNG
화산	NNG
움푹	MAG
휴지	NNG
날가루	NNG
감안	NNG
루아	NNP
마냥	MAG
남겨둔	VV+EC+VX+ETM
밀기	NNG
굵직굵직	XR
기위	NNG
남긴	VV+ETM
올라와요	VV+EF
글씨	NNG
이음매	NNG
버처	NNP
줄무늬	NNG
귀	NNG
귀엽	VA
마음대로	MAG
정식	NNG
포장지	NNG
분당	NNP
버터크림	NNG
어가	EC
숨구멍	NNG
올라와	VV+EC
어떠세요	VA+EP+EC
알알	NNG
조심히	MAG
분과	NNG
겔	NNG
호프	NNG
두루	VV
둥그런	VA+ETM
부운	VV+ETM
제과	NNG
못지	VA+EC
죄송	XR
키우	VV
친후	NNG
단접기	NNG
할수록	VV+EC
페이스트리	NNP
반점	NNG
핫케이크	NNG
샌	VV+ETM
쉬이	MAG
오버	NNG
휩	NNP
머랭	NNP
마블	NNG
이미지	NNG
멋있	VA
아이싱	NNG
정량	NNG
크림색	NNG
마스	NNP
티라	NNP
정석	NNG
저속	NNG
고속	NNG
두뇌	NNG
체어	NNG
섞여서	VV+EC
포근	XR
팬케이크	NNG
아랫면	NNG
떠넣	VV
귀여운	VA+ETM
뗀	VV+ETM
산딸기	NNG
퓌레	NNG
멋지	VA
커팅	NNG
로다가	JKB
태우	VV
가당	NNP
시켜준다	XSV+EC+VX+EC
지는	XSV+EC+JX
춰	VV+EC
쑤욱	MAG
고루고루	MAG
스코티	NNP
올려준	VV+EC+VX+ETM
카카오	NNG
청크	NNP
보슬보슬	MAG
뭉칩니다	UNKNOWN
뭉쳐진	VV+EC+VX+ETM
탄내	NNG
낭시	NNG
민감	XR
갈려	VV+EC
비스	NNG
서걱거리	VV
퀴를	UNKNOWN
나뭇잎	NNG
평	NNG
타요	NNP
트랙	NNG
도넛	NNG
제과점	NNG
브런치	NNP
바케	NNP
가염	NNG
썼	VV+EP
반죽기	NNG
매끄러워	VA+EC
끝나	VV
강아지	NNG
러스크	NNG
마들렌	NNP
쇼트닝	NNG
산도	NNG
츌러를	UNKNOWN
광택제	NNG
굳어진	VV+ETM
들어올렸	VV+EP
생겼	VV+EP
오브	NNP
들어올려	VV+EC
어서요	EC
찰진	VA+ETM
동작	NNG
스티로폼	NNG
둥글리	VV
진저	NNG
다를	VA+ETM
드디어	MAG
꼬집	VV
비스킷	NNG
자랑	NNG
탔	VV+EP
마쳐	VV+EC
감쌀	VV+ETM
괜챦습니다	UNKNOWN
조정	NNG
뭉글	VV
서걱	MAG
단게	VA+ETM+NNB+JKS
느껴진	VV+EC+VX+ETM
위함입니다	VV+ETN+VCP+EF
완료	NNG
민다	NNP
개정	NNG
거미줄	NNG
과류	NNG
힘껏	MAG
슈크림	NNG
기울여	VV+EC
주저	NNG
크런치	NNG
브라우니	NNG
스티브	NNP
쳐둔	VV+EC+VX+ETM
클래식	NNG
반티	NNG
분한	VA+ETM
굳어지	VV
그려	VV+EC
저하	NNG
크렌	NNP
전처리	NNG
측면	NNG
손끝	NNG
박혀	VV+EC
뜨려	VV+EC
내렸	VV+EP
찬기	NNG
소보로빵	NNG
팥빵	NNG
슈와	NNP
퐁	NNG
완벽히	MAG
렌	NNG
왕성	XR
뭉쳐졌	VV+EC+VX+EP
텐	NNG
보온	NNG
시킴	XSV+ETN
핑거	NNP
손등	NNG
마카	NNP
다미아	NNP
섞였	VV+EP
관	NNBC
옮기	VV
끌어올리	VV
빵틀	NNG
미로	NNG
쨈도	UNKNOWN
크레이프	NNG
교차	NNG
늘어진	VV+ETM
노릿노릿	XR
힘주	VV
면포	NNG
태운	VV+ETM
가라앉히	VV
감귤	NNG
부채꼴	NNG
욕심내	VV
파서	VX+EC
차가우	VA
늘여	VV+EC
펴지	VV
늘려	VV+EC
습도	NNG
옆쪽	NNG
이제야	MAG
취사	NNG
넘어가	VV
만졌	VV+EP
샬롯	NNP
도씨	NNG
전후	NNG
노화	NNG
클래스	NNP
그닥	MAG
달지	NNP
일류	NNG
둥글납작	XR
헤이즐넛	NNP
시리얼	NNP
부리	VV
체질	NNG
크랙	NNG
마실	VV+ETM
모자	NNG
탕탕	MAG
내려쳐	VV+EC
커지	VV
회정	NNG
핑기	NNG
공기층	NNG
크로	NNP
와상	NNG
패스	NNG
측정	NNG
박스	NNG
방산	NNG
밀어준	VV+ETM
누름	NNG
스칼라	NNG
가루분	NNG
낸다는	VV+ETM
쌓이	VV
다며	EC
회오리	NNG
제주	NNP
중속	NNG
커피시럽	NNG
챠	NNP
벼	VX+EF
씌운다	VV+EC
오무려	VV+EC
찹쌀떡	NNG
우면	NNG
쇼핑몰	NNG
점검	NNG
장만	NNG
변해	VV+EC
백색	NNG
살펴	VV+EC
드셔서	VV+EP+EC
오른손	NNG
왼손	NNG
턱	NNG
힘드신	VA+EP+ETM
파피	NNP
씨드	NNP
호화	NNG
마론	NNP
효모	NNG
커질	VV+ETM
개당	NNG
다름	VA+ETM
무언가	NP+VCP+EC
타피오카	NNG
야구공	NNG
탁	MAG
어쩌다	MAJ
쭈글쭈글	MAG
마련	NNG
냈	VX+EP
대추차	NNG
터져서	VV+EC
포함	NNG
감기	NNG
광주	NNP
강물	NNG
수정과	NNG
고선	EC+JX
둠	VX+ETN
술집	NNG
수정	NNG
핏	NNG
식혜	NNG
빙수기	NNG
공항	NNG
감정	NNG
과외	NNG
엿기름	NNG
악당	NNG
건데	NNB+VCP+EC
깁니다	ETN+VCP+EF
꽈	UNKNOWN
거니와	EC
에어	NNG
올라왔	VV+EP
카푸치노	NNP
러스	NNP
유리잔	NNG
임산부	NNG
임신	NNG
자궁	NNG
보드카	NNG
낄	VA
쉐이	NNP
흔드	VV
더울	VA+ETM
심플	NNP
하이볼	NNG
징거	NNG
버거	NNG
기회	NNG
발효기	NNG
캄	NNP
힘든데	VA+EC
재로	NNG
음미	NNG
적용	NNG
다방	NNG
라테	NNG
게다가	MAG
유산균	NNG
계량컵	NNG
시미	NNG
특색	NNG
방치	NNG
정수기	NNG
왔	VX+EP
가락	NNG
더디	VA
사우	NNG
라우트	NNP
코울	NNP
슬로	NNG
우드	NNG
부서져서	VV+EC
번거로워	VA+EC
품질	NNG
시커먼	VA+ETM
카라	NNP
응	IC
다대기	NNG
모밀	NNG
빨래	NNG
면은	VCP+EC
칼국	NNG
무림	NNG
채워서	VV+EC
전골냄비	NNG
메밀묵	NNG
푸욱	MAG
이색	NNG
윈드	NNP
흔히	MAG
정하	VV
비빔냉면	NNG
우려냈	VV+EP
송탄	NNG
매작	NNG
진주	NNP
모기	NNG
국수사리	NNG
할까요	VX+EC
콩과	NNG
오이채	NNG
그곳	NP
한모	NNG
갈수록	MAG
콩국수	NNG
계장	NNG
겁나	VV+EC
동아	NNP
흠	IC
치가	XSA+EC+JKS
은빛	NNG
들러	VV+EC
두국	NNG
할까	XSV+EC
진정	XR
뻥	NNG
퍼져	VV+EC
권장	NNG
담아낸	VV+ETM
근육	NNG
부도	NNG
여유있	VV
만두전골	NNG
자박자박	MAG
자장	NNG
물냉면	NNG
쳐내	VV+EC
어쩌	VV
우도	NNG
위시	NNG
신호	NNG
중면	NNP
가리	NNG
